date_time,t_id,latitude,longitude,wse,temp,flag
03/17/2015 21:00,t021,4387706.434,586873.465,,,pre-install
03/17/2015 21:15,t021,4387706.434,586873.465,,,pre-install
03/17/2015 21:30,t021,4387706.434,586873.465,,,pre-install
03/17/2015 21:45,t021,4387706.434,586873.465,,,pre-install
03/17/2015 22:00,t021,4387706.434,586873.465,,,pre-install
03/17/2015 22:15,t021,4387706.434,586873.465,,,pre-install
03/17/2015 22:30,t021,4387706.434,586873.465,,,pre-install
03/17/2015 22:45,t021,4387706.434,586873.465,,,pre-install
03/17/2015 23:00,t021,4387706.434,586873.465,,,pre-install
03/17/2015 23:15,t021,4387706.434,586873.465,,,pre-install
03/17/2015 23:30,t021,4387706.434,586873.465,,,pre-install
03/17/2015 23:45,t021,4387706.434,586873.465,,,pre-install
03/18/2015 00:00,t021,4387706.434,586873.465,,,pre-install
03/18/2015 00:15,t021,4387706.434,586873.465,,,pre-install
03/18/2015 00:30,t021,4387706.434,586873.465,,,pre-install
03/18/2015 00:45,t021,4387706.434,586873.465,,,pre-install
03/18/2015 01:00,t021,4387706.434,586873.465,,,pre-install
03/18/2015 01:15,t021,4387706.434,586873.465,,,pre-install
03/18/2015 01:30,t021,4387706.434,586873.465,,,pre-install
03/18/2015 01:45,t021,4387706.434,586873.465,,,pre-install
03/18/2015 02:00,t021,4387706.434,586873.465,,,pre-install
03/18/2015 02:15,t021,4387706.434,586873.465,,,pre-install
03/18/2015 02:30,t021,4387706.434,586873.465,,,pre-install
03/18/2015 02:45,t021,4387706.434,586873.465,,,pre-install
03/18/2015 03:00,t021,4387706.434,586873.465,,,pre-install
03/18/2015 03:15,t021,4387706.434,586873.465,,,pre-install
03/18/2015 03:30,t021,4387706.434,586873.465,,,pre-install
03/18/2015 03:45,t021,4387706.434,586873.465,,,pre-install
03/18/2015 04:00,t021,4387706.434,586873.465,,,pre-install
03/18/2015 04:15,t021,4387706.434,586873.465,,,pre-install
03/18/2015 04:30,t021,4387706.434,586873.465,,,pre-install
03/18/2015 04:45,t021,4387706.434,586873.465,,,pre-install
03/18/2015 05:00,t021,4387706.434,586873.465,,,pre-install
03/18/2015 05:15,t021,4387706.434,586873.465,,,pre-install
03/18/2015 05:30,t021,4387706.434,586873.465,,,pre-install
03/18/2015 05:45,t021,4387706.434,586873.465,,,pre-install
03/18/2015 06:00,t021,4387706.434,586873.465,,,pre-install
03/18/2015 06:15,t021,4387706.434,586873.465,,,pre-install
03/18/2015 06:30,t021,4387706.434,586873.465,,,pre-install
03/18/2015 06:45,t021,4387706.434,586873.465,,,pre-install
03/18/2015 07:00,t021,4387706.434,586873.465,,,pre-install
03/18/2015 07:15,t021,4387706.434,586873.465,,,pre-install
03/18/2015 07:30,t021,4387706.434,586873.465,,,pre-install
03/18/2015 07:45,t021,4387706.434,586873.465,,,pre-install
03/18/2015 08:00,t021,4387706.434,586873.465,,,pre-install
03/18/2015 08:15,t021,4387706.434,586873.465,,,pre-install
03/18/2015 08:30,t021,4387706.434,586873.465,,,pre-install
03/18/2015 08:45,t021,4387706.434,586873.465,,,pre-install
03/18/2015 09:00,t021,4387706.434,586873.465,,,pre-install
03/18/2015 09:15,t021,4387706.434,586873.465,,,pre-install
03/18/2015 09:30,t021,4387706.434,586873.465,,,pre-install
03/18/2015 09:45,t021,4387706.434,586873.465,,,pre-install
03/18/2015 10:00,t021,4387706.434,586873.465,,,pre-install
03/18/2015 10:15,t021,4387706.434,586873.465,,,pre-install
03/18/2015 10:30,t021,4387706.434,586873.465,,,pre-install
03/18/2015 10:45,t021,4387706.434,586873.465,,,pre-install
03/18/2015 11:00,t021,4387706.434,586873.465,,,pre-install
03/18/2015 11:15,t021,4387706.434,586873.465,,,pre-install
03/18/2015 11:30,t021,4387706.434,586873.465,,,pre-install
03/18/2015 11:45,t021,4387706.434,586873.465,,,pre-install
03/18/2015 12:00,t021,4387706.434,586873.465,,,pre-install
03/18/2015 12:15,t021,4387706.434,586873.465,,,pre-install
03/18/2015 12:30,t021,4387706.434,586873.465,,,pre-install
03/18/2015 12:45,t021,4387706.434,586873.465,,,pre-install
03/18/2015 13:00,t021,4387706.434,586873.465,,,pre-install
03/18/2015 13:15,t021,4387706.434,586873.465,,,pre-install
03/18/2015 13:30,t021,4387706.434,586873.465,,,pre-install
03/18/2015 13:45,t021,4387706.434,586873.465,,,pre-install
03/18/2015 14:00,t021,4387706.434,586873.465,,,pre-install
03/18/2015 14:15,t021,4387706.434,586873.465,,,pre-install
03/18/2015 14:30,t021,4387706.434,586873.465,,,pre-install
03/18/2015 14:45,t021,4387706.434,586873.465,,,pre-install
03/18/2015 15:00,t021,4387706.434,586873.465,,,pre-install
03/18/2015 15:15,t021,4387706.434,586873.465,,,pre-install
03/18/2015 15:30,t021,4387706.434,586873.465,,,pre-install
03/18/2015 15:45,t021,4387706.434,586873.465,,,pre-install
03/18/2015 16:00,t021,4387706.434,586873.465,,,pre-install
03/18/2015 16:15,t021,4387706.434,586873.465,,,pre-install
03/18/2015 16:30,t021,4387706.434,586873.465,,,pre-install
03/18/2015 16:45,t021,4387706.434,586873.465,,,pre-install
03/18/2015 17:00,t021,4387706.434,586873.465,,,pre-install
03/18/2015 17:15,t021,4387706.434,586873.465,,,pre-install
03/18/2015 17:30,t021,4387706.434,586873.465,,,pre-install
03/18/2015 17:45,t021,4387706.434,586873.465,,,pre-install
03/18/2015 18:00,t021,4387706.434,586873.465,,,pre-install
03/18/2015 18:15,t021,4387706.434,586873.465,,,pre-install
03/18/2015 18:30,t021,4387706.434,586873.465,,,pre-install
03/18/2015 18:45,t021,4387706.434,586873.465,,,pre-install
03/18/2015 19:00,t021,4387706.434,586873.465,,,pre-install
03/18/2015 19:15,t021,4387706.434,586873.465,,,pre-install
03/18/2015 19:30,t021,4387706.434,586873.465,,,pre-install
03/18/2015 19:45,t021,4387706.434,586873.465,,,pre-install
03/18/2015 20:00,t021,4387706.434,586873.465,,,pre-install
03/18/2015 20:15,t021,4387706.434,586873.465,,,pre-install
03/18/2015 20:30,t021,4387706.434,586873.465,,,pre-install
03/18/2015 20:45,t021,4387706.434,586873.465,,,pre-install
03/18/2015 21:00,t021,4387706.434,586873.465,,,pre-install
03/18/2015 21:15,t021,4387706.434,586873.465,,,pre-install
03/18/2015 21:30,t021,4387706.434,586873.465,,,pre-install
03/18/2015 21:45,t021,4387706.434,586873.465,,,pre-install
03/18/2015 22:00,t021,4387706.434,586873.465,,,pre-install
03/18/2015 22:15,t021,4387706.434,586873.465,,,pre-install
03/18/2015 22:30,t021,4387706.434,586873.465,,,pre-install
03/18/2015 22:45,t021,4387706.434,586873.465,,,pre-install
03/18/2015 23:00,t021,4387706.434,586873.465,,,pre-install
03/18/2015 23:15,t021,4387706.434,586873.465,,,pre-install
03/18/2015 23:30,t021,4387706.434,586873.465,,,pre-install
03/18/2015 23:45,t021,4387706.434,586873.465,,,pre-install
03/19/2015 00:00,t021,4387706.434,586873.465,,,pre-install
03/19/2015 00:15,t021,4387706.434,586873.465,,,pre-install
03/19/2015 00:30,t021,4387706.434,586873.465,,,pre-install
03/19/2015 00:45,t021,4387706.434,586873.465,,,pre-install
03/19/2015 01:00,t021,4387706.434,586873.465,,,pre-install
03/19/2015 01:15,t021,4387706.434,586873.465,,,pre-install
03/19/2015 01:30,t021,4387706.434,586873.465,,,pre-install
03/19/2015 01:45,t021,4387706.434,586873.465,,,pre-install
03/19/2015 02:00,t021,4387706.434,586873.465,,,pre-install
03/19/2015 02:15,t021,4387706.434,586873.465,,,pre-install
03/19/2015 02:30,t021,4387706.434,586873.465,,,pre-install
03/19/2015 02:45,t021,4387706.434,586873.465,,,pre-install
03/19/2015 03:00,t021,4387706.434,586873.465,,,pre-install
03/19/2015 03:15,t021,4387706.434,586873.465,,,pre-install
03/19/2015 03:30,t021,4387706.434,586873.465,,,pre-install
03/19/2015 03:45,t021,4387706.434,586873.465,,,pre-install
03/19/2015 04:00,t021,4387706.434,586873.465,,,pre-install
03/19/2015 04:15,t021,4387706.434,586873.465,,,pre-install
03/19/2015 04:30,t021,4387706.434,586873.465,,,pre-install
03/19/2015 04:45,t021,4387706.434,586873.465,,,pre-install
03/19/2015 05:00,t021,4387706.434,586873.465,,,pre-install
03/19/2015 05:15,t021,4387706.434,586873.465,,,pre-install
03/19/2015 05:30,t021,4387706.434,586873.465,,,pre-install
03/19/2015 05:45,t021,4387706.434,586873.465,,,pre-install
03/19/2015 06:00,t021,4387706.434,586873.465,,,pre-install
03/19/2015 06:15,t021,4387706.434,586873.465,,,pre-install
03/19/2015 06:30,t021,4387706.434,586873.465,,,pre-install
03/19/2015 06:45,t021,4387706.434,586873.465,,,pre-install
03/19/2015 07:00,t021,4387706.434,586873.465,,,pre-install
03/19/2015 07:15,t021,4387706.434,586873.465,,,pre-install
03/19/2015 07:30,t021,4387706.434,586873.465,,,pre-install
03/19/2015 07:45,t021,4387706.434,586873.465,,,pre-install
03/19/2015 08:00,t021,4387706.434,586873.465,,,pre-install
03/19/2015 08:15,t021,4387706.434,586873.465,,,pre-install
03/19/2015 08:30,t021,4387706.434,586873.465,,,pre-install
03/19/2015 08:45,t021,4387706.434,586873.465,,,pre-install
03/19/2015 09:00,t021,4387706.434,586873.465,,,pre-install
03/19/2015 09:15,t021,4387706.434,586873.465,,,pre-install
03/19/2015 09:30,t021,4387706.434,586873.465,,,pre-install
03/19/2015 09:45,t021,4387706.434,586873.465,,,pre-install
03/19/2015 10:00,t021,4387706.434,586873.465,,,pre-install
03/19/2015 10:15,t021,4387706.434,586873.465,,,pre-install
03/19/2015 10:30,t021,4387706.434,586873.465,,,pre-install
03/19/2015 10:45,t021,4387706.434,586873.465,,,pre-install
03/19/2015 11:00,t021,4387706.434,586873.465,,,pre-install
03/19/2015 11:15,t021,4387706.434,586873.465,,,pre-install
03/19/2015 11:30,t021,4387706.434,586873.465,,,pre-install
03/19/2015 11:45,t021,4387706.434,586873.465,,,pre-install
03/19/2015 12:00,t021,4387706.434,586873.465,,,pre-install
03/19/2015 12:15,t021,4387706.434,586873.465,,,pre-install
03/19/2015 12:30,t021,4387706.434,586873.465,,,pre-install
03/19/2015 12:45,t021,4387706.434,586873.465,,,pre-install
03/19/2015 13:00,t021,4387706.434,586873.465,,,pre-install
03/19/2015 13:15,t021,4387706.434,586873.465,,,pre-install
03/19/2015 13:30,t021,4387706.434,586873.465,,,pre-install
03/19/2015 13:45,t021,4387706.434,586873.465,,,pre-install
03/19/2015 14:00,t021,4387706.434,586873.465,,,pre-install
03/19/2015 14:15,t021,4387706.434,586873.465,,,pre-install
03/19/2015 14:30,t021,4387706.434,586873.465,,,pre-install
03/19/2015 14:45,t021,4387706.434,586873.465,,,pre-install
03/19/2015 15:00,t021,4387706.434,586873.465,,,pre-install
03/19/2015 15:15,t021,4387706.434,586873.465,,,pre-install
03/19/2015 15:30,t021,4387706.434,586873.465,,,pre-install
03/19/2015 15:45,t021,4387706.434,586873.465,,,pre-install
03/19/2015 16:00,t021,4387706.434,586873.465,,,pre-install
03/19/2015 16:15,t021,4387706.434,586873.465,,,pre-install
03/19/2015 16:30,t021,4387706.434,586873.465,,,pre-install
03/19/2015 16:45,t021,4387706.434,586873.465,,,pre-install
03/19/2015 17:00,t021,4387706.434,586873.465,,,pre-install
03/19/2015 17:15,t021,4387706.434,586873.465,,,pre-install
03/19/2015 17:30,t021,4387706.434,586873.465,,,pre-install
03/19/2015 17:45,t021,4387706.434,586873.465,,,pre-install
03/19/2015 18:00,t021,4387706.434,586873.465,,,pre-install
03/19/2015 18:15,t021,4387706.434,586873.465,,,pre-install
03/19/2015 18:30,t021,4387706.434,586873.465,,,pre-install
03/19/2015 18:45,t021,4387706.434,586873.465,,,pre-install
03/19/2015 19:00,t021,4387706.434,586873.465,,,pre-install
03/19/2015 19:15,t021,4387706.434,586873.465,,,pre-install
03/19/2015 19:30,t021,4387706.434,586873.465,,,pre-install
03/19/2015 19:45,t021,4387706.434,586873.465,,,pre-install
03/19/2015 20:00,t021,4387706.434,586873.465,,,pre-install
03/19/2015 20:15,t021,4387706.434,586873.465,,,pre-install
03/19/2015 20:30,t021,4387706.434,586873.465,,,pre-install
03/19/2015 20:45,t021,4387706.434,586873.465,,,pre-install
03/19/2015 21:00,t021,4387706.434,586873.465,,,pre-install
03/19/2015 21:15,t021,4387706.434,586873.465,,,pre-install
03/19/2015 21:30,t021,4387706.434,586873.465,,,pre-install
03/19/2015 21:45,t021,4387706.434,586873.465,,,pre-install
03/19/2015 22:00,t021,4387706.434,586873.465,,,pre-install
03/19/2015 22:15,t021,4387706.434,586873.465,,,pre-install
03/19/2015 22:30,t021,4387706.434,586873.465,,,pre-install
03/19/2015 22:45,t021,4387706.434,586873.465,,,pre-install
03/19/2015 23:00,t021,4387706.434,586873.465,,,pre-install
03/19/2015 23:15,t021,4387706.434,586873.465,,,pre-install
03/19/2015 23:30,t021,4387706.434,586873.465,,,pre-install
03/19/2015 23:45,t021,4387706.434,586873.465,,,pre-install
03/20/2015 00:00,t021,4387706.434,586873.465,,,pre-install
03/20/2015 00:15,t021,4387706.434,586873.465,,,pre-install
03/20/2015 00:30,t021,4387706.434,586873.465,,,pre-install
03/20/2015 00:45,t021,4387706.434,586873.465,,,pre-install
03/20/2015 01:00,t021,4387706.434,586873.465,,,pre-install
03/20/2015 01:15,t021,4387706.434,586873.465,,,pre-install
03/20/2015 01:30,t021,4387706.434,586873.465,,,pre-install
03/20/2015 01:45,t021,4387706.434,586873.465,,,pre-install
03/20/2015 02:00,t021,4387706.434,586873.465,,,pre-install
03/20/2015 02:15,t021,4387706.434,586873.465,,,pre-install
03/20/2015 02:30,t021,4387706.434,586873.465,,,pre-install
03/20/2015 02:45,t021,4387706.434,586873.465,,,pre-install
03/20/2015 03:00,t021,4387706.434,586873.465,,,pre-install
03/20/2015 03:15,t021,4387706.434,586873.465,,,pre-install
03/20/2015 03:30,t021,4387706.434,586873.465,,,pre-install
03/20/2015 03:45,t021,4387706.434,586873.465,,,pre-install
03/20/2015 04:00,t021,4387706.434,586873.465,,,pre-install
03/20/2015 04:15,t021,4387706.434,586873.465,,,pre-install
03/20/2015 04:30,t021,4387706.434,586873.465,,,pre-install
03/20/2015 04:45,t021,4387706.434,586873.465,,,pre-install
03/20/2015 05:00,t021,4387706.434,586873.465,,,pre-install
03/20/2015 05:15,t021,4387706.434,586873.465,,,pre-install
03/20/2015 05:30,t021,4387706.434,586873.465,,,pre-install
03/20/2015 05:45,t021,4387706.434,586873.465,,,pre-install
03/20/2015 06:00,t021,4387706.434,586873.465,,,pre-install
03/20/2015 06:15,t021,4387706.434,586873.465,,,pre-install
03/20/2015 06:30,t021,4387706.434,586873.465,,,pre-install
03/20/2015 06:45,t021,4387706.434,586873.465,,,pre-install
03/20/2015 07:00,t021,4387706.434,586873.465,,,pre-install
03/20/2015 07:15,t021,4387706.434,586873.465,,,pre-install
03/20/2015 07:30,t021,4387706.434,586873.465,,,pre-install
03/20/2015 07:45,t021,4387706.434,586873.465,,,pre-install
03/20/2015 08:00,t021,4387706.434,586873.465,,,pre-install
03/20/2015 08:15,t021,4387706.434,586873.465,,,pre-install
03/20/2015 08:30,t021,4387706.434,586873.465,,,pre-install
03/20/2015 08:45,t021,4387706.434,586873.465,,,pre-install
03/20/2015 09:00,t021,4387706.434,586873.465,,,pre-install
03/20/2015 09:15,t021,4387706.434,586873.465,,,pre-install
03/20/2015 09:30,t021,4387706.434,586873.465,,,pre-install
03/20/2015 09:45,t021,4387706.434,586873.465,,,pre-install
03/20/2015 10:00,t021,4387706.434,586873.465,,,pre-install
03/20/2015 10:15,t021,4387706.434,586873.465,,,pre-install
03/20/2015 10:30,t021,4387706.434,586873.465,,,pre-install
03/20/2015 10:45,t021,4387706.434,586873.465,,,pre-install
03/20/2015 11:00,t021,4387706.434,586873.465,,,pre-install
03/20/2015 11:15,t021,4387706.434,586873.465,,,pre-install
03/20/2015 11:30,t021,4387706.434,586873.465,,,pre-install
03/20/2015 11:45,t021,4387706.434,586873.465,,,pre-install
03/20/2015 12:00,t021,4387706.434,586873.465,,,pre-install
03/20/2015 12:15,t021,4387706.434,586873.465,,,pre-install
03/20/2015 12:30,t021,4387706.434,586873.465,,,pre-install
03/20/2015 12:45,t021,4387706.434,586873.465,,,pre-install
03/20/2015 13:00,t021,4387706.434,586873.465,,,pre-install
03/20/2015 13:15,t021,4387706.434,586873.465,,,pre-install
03/20/2015 13:30,t021,4387706.434,586873.465,,,pre-install
03/20/2015 13:45,t021,4387706.434,586873.465,,,pre-install
03/20/2015 14:00,t021,4387706.434,586873.465,,,pre-install
03/20/2015 14:15,t021,4387706.434,586873.465,,,pre-install
03/20/2015 14:30,t021,4387706.434,586873.465,,,pre-install
03/20/2015 14:45,t021,4387706.434,586873.465,,,pre-install
03/20/2015 15:00,t021,4387706.434,586873.465,,,pre-install
03/20/2015 15:15,t021,4387706.434,586873.465,,,pre-install
03/20/2015 15:30,t021,4387706.434,586873.465,,,pre-install
03/20/2015 15:45,t021,4387706.434,586873.465,,,pre-install
03/20/2015 16:00,t021,4387706.434,586873.465,,,pre-install
03/20/2015 16:15,t021,4387706.434,586873.465,,,pre-install
03/20/2015 16:30,t021,4387706.434,586873.465,,,pre-install
03/20/2015 16:45,t021,4387706.434,586873.465,,,pre-install
03/20/2015 17:00,t021,4387706.434,586873.465,,,pre-install
03/20/2015 17:15,t021,4387706.434,586873.465,,,pre-install
03/20/2015 17:30,t021,4387706.434,586873.465,,,pre-install
03/20/2015 17:45,t021,4387706.434,586873.465,,,pre-install
03/20/2015 18:00,t021,4387706.434,586873.465,,,pre-install
03/20/2015 18:15,t021,4387706.434,586873.465,,,pre-install
03/20/2015 18:30,t021,4387706.434,586873.465,,,pre-install
03/20/2015 18:45,t021,4387706.434,586873.465,,,pre-install
03/20/2015 19:00,t021,4387706.434,586873.465,,,pre-install
03/20/2015 19:15,t021,4387706.434,586873.465,,,pre-install
03/20/2015 19:30,t021,4387706.434,586873.465,,,pre-install
03/20/2015 19:45,t021,4387706.434,586873.465,,,pre-install
03/20/2015 20:00,t021,4387706.434,586873.465,,,pre-install
03/20/2015 20:15,t021,4387706.434,586873.465,,,pre-install
03/20/2015 20:30,t021,4387706.434,586873.465,,,pre-install
